,nome,codigo,descricao
20114,ISCA FORMICIDA ATTA MEX-S 500GR,38089198,"Inseticida à base de sulfluramida, apresentado de outro modo"
20115,OLEO MINERAL AGEFIX 1L,38089197,"Inseticida à base de óleo mineral ou de tiometon, apresentado de outro modo"
20167,PALETE,44152000,"Paletes simples, paletes-caixas e outros estrados para carga; taipais de paletes; de madeira"
20428,RADIO PORTATIL DTR720 900MHZ 1W,85171290,Outros aparelhos transmissores com receptor incorporado
20446,PO DE BRITA (ATE 4-8MM) PEDRISCO C  PO,25174900,"Grânulos, lascas e pós, das pedras das posições 25.15 ou 25.16, mesmo tratados termicamente, de outras pedras de cantaria"
20452,Luva Poliamida com Banho Nitrilico na Palma 280P Big Compra CA 28682 Tamanho:M,61161000,"Luvas, mitenes e semelhantes, de malha, impregnadas, revestidas ou recobertas, de plásticos ou de borracha"
20477,"TIOCIANATO DE GUANIDINA ,PARA BIOLOGIA M",29252929,Outros sais e derivados da guanidina
20497,ACIDO FOSFORICO 85% PA ACS (1700g) (ORTO-FOSFORICO),28092011,Ácido fosfórico com teor de ferro inferior a 750 ppm
20521,Sial 1491/1 - Perneira Sintetica TR,64069010,"Solas exteriores e saltos, de couro natural ou reconstituído"
20530,REAGENTE PARA DIAGNÓSTICO CLÍNICO TIPO CARTUCHO DESCARTÁVEL.,30021900,"Outros antissoros, outras frações do sangue e produtos imunológicos, mesmo modificados ou obtidos por via biotecnológica"
20597,"ACETATO POLYESTER MARES 1,00 m X 30 m 100 mic",39206299,"Outras chapas, etc, de poli(tereftalato de etileno), sem suporte"
20605,ROTEADOR ALIGERA - AG561,85176294,Tradutores (conversores) de protocolos para interconexão de redes (gateways)
20615,SERRA DIAMANTADA MULTILIT CONTINUO,68042111,"Mós de diamante natural ou sintético, aglomerado, de diâmetro inferior a 53,34 cm, aglomerados com resina"
20623,PENOXSULAM,29359099,Outras sulfonamidas
20627,MOTOR PART 438179,85114000,"Motores de arranque, mesmo funcionando como geradores, para motores de ignição por centelha ou por compressão"
20725,AMINOFILINA 24MG/ML AMP 10ML - FARMACE,30039069,"Medicamento contendo outros tiocompostos orgânicos, etc.exceto em doses"
20758,CENTRAL TELEFONICA MODULARE+ 2/4 INTELBRAS,85176222,"Centrais automáticas privadas, de capacidade inferior ou igual a 25 ramais"
20777,"FACA,LAMINA ACO INOXIDAVEL,CABO MADEIRA,TAMANHO 30 CM,PARA CORTAR PAO,TIPO SERRILHADA, SIMONAGIO",82119210,"Facas de lâmina fixa, para cozinha e açougue, de metais comuns"
20783,"PAPEL ALUMINIO,COMPRIMENTO 7,50 M,LARGURA 45 CM,ROLO 7,5 M, BRICOFLEX",76071110,"Folhas de alumínio sem suporte, simplesmente laminado, espessura <= 0.2 mm, etc"
20795,"CONDIMENTO, TIPO CANELA, APRESENTACAO PO 500GR",9062000,"Canela e flores de caneleira, trituradas ou em pó"
20796,"CONDIMENTO, TIPO ACAFRAO, APRESENTACAO PO 100GR",9103000,Açafrão-da-terra (curcuma)
20797,"CONDIMENTO, TIPO CANELA , APRESENTACAO CASCA 500GR",9061900,"Outras canela e flores de caneleira, não trituradas nem em pó"
20798,"CONDIMENTO, TIPO PIMENTA DO REINO APRESENTACAO PO 500GR",9041200,"Pimenta (do gênero Piper), triturada ou em pó"
20812,Baú Especial sob medida c/ dim. var p/ mín. 504 L,44151000,"Caixotes, caixas, engradados, barricas e embalagens semelhantes; carretéis para cabos; de madeira"
20818,RAIVACEL MULTI 50ML (25 DOSES),30023010,"Vacina veterinária, contra a raiva"
20874,Clostrisan 11 100 ml - 20 doses Nro PedCli: 111163,30023090,Outras vacinas para medicina veterinária
20951,MICRODUROMETROS VICKERS 1000G-10-1000 GF-COD.COMERC.: 400.310,90241020,Máquinas e aparelhos para ensaios de dureza de metais
20997,"62-030115 - HASTE FEM N CIMENT I-TAPPER 11,5 3",90213991,Partes de próteses modulares que substituem membros superiores ou inferiores
21055,PRATICO 400 1L,34011110,"Sabões medicinais, em barras, pedaços, figura moldada, etc."
21061,BANDEJA INDIVIDUAL XEROX C7020/C7030/B7025/B7030 COM GABINETE COM RODAS (8NBNO),84439970,"Outras bandejas e gavetas, suas partes e acessórios"
21085,Aspirador Po / Agua 20l 1.400w 220v,85081900,Outros aspiradores com motor elétrico incorporado
21124,2-FURALDEIDO 99%,29321200,2-Furaldeído (furfural)
21125,5-(HIDROXIMETIL)FURFURAL  99%,29321990,"Outros compostos heterocíclicos com 1 ciclo furano, não condensado"
21126,LUSTRADORA DE CALCADOS 01 - ACO CARBONO - SIMPLES - 1/6 HERC - ESC. LA,84538000,Máquinas e aparelhos para fabricar ou consertar outras obras de couro ou de pele
21313,COLETE DUPLA FACE COM ELASTICO,61059000,"Camisas de malha, de uso masculino, de outras matérias têxteis"
21339,Garrafa de Tinta Original Epson T664420 Amarelo 70ml,32151900,Outras tintas de impressão
21589,I2K ROLDANA V WHEEL M/ABBOTT,84829190,"Outras esferas, roletes e agulhas, para rolamentos"
21591,I1KSR ENGRENAGEM MOTOR CARROSSEL REAG M/ABBOTT,84839000,Rodas dentadas e outros órgãos elementares de transmissão apresentados separadamente; partes
21610,PARAFUSO PARA VASO LAVAT 10,74153900,"Outros artefatos roscados, de cobre"
21631,SACO ENTULHO 55X85CM (C/10UN),54072000,Tecidos obtidos a partir de lâminas ou de formas semelhantes
21690,CONTAINER DE MADEIRA,39231000,"Caixas, caixotes, engradados e artigos semelhantes, de plástico"
21699,1211.25L/S - LAMINA OSCILATORIA 120X25.4X1.27MM,90219099,Partes e acessórios de artigos/aparelhos para compensar deficiência
21721,Revista Versatille Ed. _ 120,39079912,Poli(tereftalato de butileno) em líquido e pastas
21745,COSTELA JANELA DO CHEFF CONG FRIBOI,2022090,"Outras peças não desossadas de bovino, congeladas"
21817,EUGENOL 20 ML Data fabricacao: 14/04/2021,29095012,Eugenol
21819,CIMENTO PROVISORIO 25G Data fabricacao: 01/11/2021,38159092,"Outras preparações catalíticas, substância ativa óxido de zinco"
21823,Chave De Roda Tipo Cruz,82042000,"Chaves de caixa intercambiáveis, mesmo com cabos, de metais comuns"
21827,Estopa Polimento Limp Br 150 Gr,52021000,Desperdícios de fios de algodão
21834,IMPRESSORA DE RECIBOS EPSON TM-T20X (SERIAL / USB),84433921,"Máquinas copiadoras eletrostáticas,de reprodução da imagem do original sobre a cópia por meio de um suporte intermediário (processo indireto),monocromáticas,para cópias de superfície inferior ou igual a 1 m2,com velocidade inferior a 100 cópias por minuto"
21906,moeda personalizada,73259100,"Esferas e artefatos semelhantes, para moinhos, moldadas, de ferro fundido, ferro ou aço"
21913,QDF5090 N   FL28 PISTAO CPR,94029020,Camas dotadas de mecanismos para usos clínicos
21948,"BOMBA DE PULVERIZAR INSETICIDA TIPO DEDETIZACAO,BOMBA COSTAL 20 LITROS, PALISAD",84248910,"Aparelho de pulverização constituído por botão de pressão com bocal,válvula tipo aerossol,junta de estanqueidade e tubo de imersão,montado sobre um corpo metálico,utilizado para ser montado no gargalo de recipientes,para projetar líquidos,pós ou espumas"
21977,FMS INT BASICO PLUS,90185090,Outros instrumentos e aparelhos de oftalmologia
22063,RESPIRADOR DESCARTAVEL PFF1 C/ VALVULA,90200090,Outros aparelhos respiratórios
22106,MESA TENIS DE MESA,94036000,Outros móveis de madeira
22114,DESTILADOR DE AGUA TIPO PILSEN 5000ML/H 220V REF. SSDEST-5L,84194010,Aparelhos de destilação de água
22117,CALCA LIMPEZA TAMG CINZA EM T,62046300,"Calças, jardineiras, bermudas e shorts (calções), de uso feminino, de fibras sintéticas"
22171,"GERADOR PORTATIL GM 3500 FORCE MONOF,127/220V A GASOLINA 6.5 HP. (Controle Inicial: 40144402/2388144 Controle",85022011,"Grupos eletrogêneos de motor de pistão, de ignição por centelha (motor de explosão), de corrente alternada, de potência inferior ou igual a 210 kVA"
22195,HAMBURGUER,16023210,"Preparações e conservas de galos e galinhas, com conteúdo de carne ou de miudezas superior ou igual a 57 %, em peso, não cozidas"
22214,"ADUBO QUIMICO, ASPECTO FISICO GRANULADO, COMPOSICAO BASICA NPK (00.25.15)",31056000,"Adubos (fertilizantes) minerais ou químicos, que contenham os dois elementos fertilizantes: fósforo e potássio"
22216,"ADUBO QUIMICO, ASPECTO FISICO PO, COMPOSICAO BASICA SULFATO DE AMONIO A 20% DE N E 24% DE S",31022990,"Outros sais duplos e misturas, de sulfato de amônio e nitrato de amônio:"
22220,CONDENSADORA TRANE K7 48K 220/1 QF 4V IN,84159020,"Unidades condensadoras (externas) de aparelho de ar-condicionado do tipo split-system (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora"
22221,DESTILADOR DE NITROGENIO - MOD. LUCA-74 - LUCADEMA,84194020,Aparelhos de destilação ou retificação de álcoois e outros fluídos voláteis ou de hidrocarbonetos
22255,LAMPADA LANTERNA AUXILIAR INF 12V/3W,85407900,Outros tubos para microondas
22337,CERA LIQUIDA BASE DE AGUA (HIPERSUL),32099020,"Vernizes de outros polímeros sintéticos, etc, dispersos/dissolvidos em meio não aquoso"
22338,"CABO DE METAL PARA VASSOURA E RODO 1,50 METROS",85441990,"Outros fios para bobinar, isolados para usos elétricos (incluindo os envernizados ou oxidados anodicamente)"
22386,Betoneira C/ Motor Maqtron M-150,84743100,Betoneiras e aparelhos para amassar cimento
22414,ANEL MOTOR,73182100,"Arruelas de pressão e outras arruelas de segurança, de ferro fundido, ferro ou aço"
22430,LINHA CONSTRUCAO P/  PEDREIRO 100M,82055100,"Outras ferramentas manuais, de metais comuns, uso doméstico"
22448,FORRO PVC 20CM BRANCO,39219020,"Outras chapas, de poli(tereftalato de etileno), com camada antiestática à base de gelatina ou de látex em ambas as faces, mesmo com halogenetos de potássio"
22615,"NEO DECAPEPTYL 3,75 MG PO LIOF INJ FA + SOL DIL 2 ML Subst.: TRIPTORRELINA Temp 15 a 30 C Lab. ACHE",30043918,"Medicamento contendo triptorelina ou seus sais, em doses"
22621,PLACA FONTE EDI LARGE 2009,85049020,Partes de reatores para lâmpadas ou tubos de descarga
22626,"ESTANTE LX 1,98X0,92X0,40 C6-LR CRIST LI",94069020,Construções pré-fabricadas com estrutura de ferro ou aço e paredes exteriores constituídas principalmente dessas matérias
22630,TRIPE BT300,90159090,"Partes e acessórios de instrumentos e aparelhos de geodesia, etc."
22636,DIAZEPAM 5MG SANTIAZEPAM C/1000 B1 SANTIAZEPAM 1018600190100,30039074,"Medicamento contendo triazolam/alprazolam, etc, exceto em doses"
22640,RESIDUO DE PINUS,44014000,"Serragem (serradura), desperdícios e resíduos, de madeira, não aglomerados"
22659,PIELSANA GEL COPAIBA E MELALEUCA 100g,33019010,"Soluções concentradas de óleos essenciais em gorduras, em óleos fixos, em ceras ou em matérias análogas, obtidas por tratamento de flores através de substâncias gordas ou por maceração"
22730,Caixa de equipotencializacao de sobrepor dimensoes minimas de (350x450x200) mm (LxAxP),85372090,"Outros quadros, painéis, etc, com aparelho interruptor de circuito elétrico, para uma tensão superior a 1.000 V"
22735,Bucha terminal aterramento 4,73071100,Acessórios moldados para tubos de ferro fundido não maleável
22736,Cabo cobre 15/25 kV MT #35mm2,85446000,Outros condutores elétricos para tensão > 1000 v
22745,1 vergalhoes 3/8,74071010,Barras de cobre refinado
22769,TELEFONE SEM FIO TS 2510 PRETO,85171100,Aparelhos telefônicos por fio com unidade auscultador-microfone sem fio
22781,Unidade estação base de rádio remoto dig,85176130,"Aparelho transmissor de telefonia celular, para estação-base"
22809,RIOHEX 2% ESCOVA P/DEGERMACAO CIRURGICA 22 ML,30051010,Pensos adesivos impregnados/recobertos substância farmacêutica
22831,POTE 01 KG,28151100,"Hidróxido de sódio (soda cáustica), sólido"
22842,"VENTILADOR TIPO COLUNA, POTENCIA MOTOR 150W TENSÃO ALIMENTAÇÃO 110/220V DIAMETRO 65 CM VELOCIDADE 3UN",84145190,Outros ventiladores com motor elétrico incorporado de potência não superior a 125 W
22928,AP. AUDITIVO MOSAIC S 30 E1 BG,90214000,"Aparelhos para facilitar a audição dos surdos, exceto as partes e acessórios"
22929,HA MOSAIC M 30 8C BG,90219092,Partes e acessórios de aparelhos para facilitar a audição dos surdos
23020,ACIDO NITRICO PA 1000ml - QM,28080010,Ácido nítrico
23024,"LENÇOL DE BORRACHA NR PRETO 3,00X1000MM LBOR",40030000,"Borracha regenerada, em formas primárias ou em chapas, folhas ou tiras"
23026,MOTOR ELETRICO DE CORRENTE CONTINUA DE POTENCIA IGUAL A 170W UTILIZADO EM EQUIPAMENTO DE RAIO X,85013110,"Motor elétrico de corrente contínua, de potência não superior a 750 W"
23032,POLPA ACAI,8119000,"Outras frutas não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes"
23065,LAVADORA DE PLACAS E REMOVEDOR DE PICOTE,84229090,"Partes de máquinas e aparelhos para limpar, secar, encher, fechar, etc"
23068,ENGRENAGEM,84136011,"Bombas volumétricas rotativas, de vazão inferior ou igual a 300 l/min, de engrenagem"
23076,GARFO DE MUDANCA 1AA E 2AA MARCHA,87084080,Outras caixas de marchas
23081,CONJUNTO IMPRESSORA CERAMICA 3,84749000,"Partes de máquinas e aparelhos para selecionar, peneirar, separar, lavar, esmagar, moer, misturar ou amassar terras, pedras, minérios ou outras substâncias minerais sólidas"
23093,"ITEM COMPRA: 00003 - GRAXA PARA CALCADO, COR: PRETA, APLICACAO:COTURNO.",34051000,"Pomadas, cremes e preparações semelhantes, para calçados ou para couros"
23136,FENITOINA 100MG COMPRIMIDO,30049065,"Medicamento contendo fenitoína/seu sal sódico, etc, em doses"
23224,ALECRIM DESIDRATADO 100 GR RELVA VERDE,12119090,"Outras plantas e partes, para perfumaria, medicina e semelhantes"
23234,BANDEJA 22X12X01 CM - FLEXINOX Data fabricacao: 01/11/2021,72223000,Outras barras de aços inoxidáveis
23314,ALCOOL ETIL. 70% 1L,22072020,Aguardente desnaturado com qualquer teor alcoólico
23331,Servidor Dell EMC PowerEdge R650 - SERVIDOR TIPO RACK,84715020,"Unidade de processamento digital de média capacidade,máximo de 1 unidade de entrada e 1 de saída da subposição 8471.60,com capacidade de instalação,no mesmo gabinete,de memórias 8471.70, podendo conter múltiplos slots,valor FOB > US$ 12.500  <= US$ 46.000"
23341,TAMPA DO TETO,41032000,"Peles em bruto, de répteis"
23344,ESTRT LUZ FREIO ESQ,85392200,"Outras lâmpadas/tubos incandescentes, de potência não superior a 200 W e uma tensão superior a 100 V"
23365,SUPORTE FILTRO DE AR,91029100,"Relógio de bolso, semelhantes, funcionament elétrico"
23368,COIFA DE DIRECAO,84169000,"Partes de queimadores, fornalhas automativas, etc."
23370,KIT PASTILHAS DE FREIO,69022093,Outras peças cerâmicas refratárias de silimanita
23371,AMORTECEDOR TRS/ESQ,87115000,"Motocicletas, etc, com motor a pistão alternativo, cilindrada > 800 cm3"
23372,COMANDO FAROL,40121900,Outros pneumáticos  recauchutados
23404,"Pasta AZ Usual Frama Oficio 28x8x34,5cm LL Tigrada",42021900,"Malas, maletas e pastas, de outras matérias"
23412,Selador de Pisos Spartan Shineline Seal 5L,32091020,"Vernizes de polímeros acrílicos/vinílicos, dispersos/dissolvidos em meio aquoso"
23414,Mouse Pad com Apoio Ergonomico Espectro Office Preto,94049000,"Edredões, almofadas, pufes, travesseiros e artigos semelhantes"
23450,CANECO DE ALUMINIO EXERCITO,76129090,"Outros reservatórios, etc, de alumínio, de capacidade não superior a 300 litros, sem dispositivo mecânico/termal"
23462,TRANSFORMADOR 1.1KVA 220V PARA 110V 10A TRAVA,85043219,Outros transformadores elétricos de potência inferior ou igual a 3 kVA
23478,KIT GERADOR FOTOVOLTAICO DE   KWP,85013220,"Gerador elétrico de corrente contínua, de potência superior a 750 W, mas não superior a 75 kW"
23493,TELA POLIESTER 1 X 50M,60053600,"Outros tecidos de malha-urdidura (incluindo os fabricados em teares para galões), exceto os das posições 60.01 a 60.04, de fibras sintéticas, crus ou branqueados"
23586,ADESIVO COLA BRANCA PVA EXTRA 1KG,35069120,"Adesivos à base de polímeros das posições 39.01 a 39.13, dispersos ou para dispersar em meio aquoso"
23612,"Bancada de laboratorio sob medida, com 3 metros de comprimento, 1 metro de largura e 0,90 metro de altura.",90272019,Outros cromatógrafos
23617,TERMINAL PRE ISOLADO TIPO ENCAIXE FEMEA PARA CABO DE FORCA CENTRAL 20.000 A 36.000 BTUS,85369050,"Terminais de conexão para capacitores, mesmo montados em suporte isolante, para uma tensão não superior a 1.000 V"
23618,CONTATOR DE POTENCIA COM DOIS CONTATOS CENTRAL 20.000 A 36.000 BTUS,85353013,"Interruptores a vácuo, sem dispositivo de acionamento (ampolas a vácuo), para corrente nominal inferior ou igual a 1.600 A"
23673,POTE SILICA 250ML,28399090,Outros silicatos
23692,UNIDADE RESFRIADORA 30TR 30EVA15+30EXA15 CARRIER,84186999,"Outros materiais/máquinas/aparelhos, para produzir frio, e bombas de calor"
23717,CETOCONAZOL SHAMPOO 100ML (GEN),30049077,"Medicamento contendo cloridrato de tizanidina, etc, em doses"
23763,REANIMADOR MANUAL SILICONE AUTOCLAVEVEL ADULTO FOYOMED  - BIO-406F L  FY2005092,90192030,Respiratórios de reanimação
23766,DETECTOR FETAL DIGITAL DE MAO TELA LCD - MD - ( A BATERIA) - FD200D - BIO-3081-D,90181290,Outros aparelhos de eletrodiagnóstico varredura ultra-sônica
23781,NAC MS111AH - ACUMULADOR CHUMBO,85481010,"Desperdícios/resíduos de acumuladores elétricos de chumbo, etc"
23940,PINTADO POSTA                 Lote: 1510212141PIP                     27.7 CAIXA,3038990,"Outros peixes congelados, exceto filés, outras carnes,etc."
23976,PEÇAS DO BLOCO DO ACUMULADOR HIDRAULICO DE BANCADA,73071920,Acessórios moldados para tubos de aço
23989,"Grafite para Lapiseira Pentel 0,9mm 2B Tubo 12UN",96092000,Minas para lápis/lapiseiras
24010,Bainha para Facao em Couro 22pol,42050000,Outras obras de couro natural ou reconstituído
24054,Curativo Adesivo Cotton Baby CX 10UN,30051030,Pensos adesivos impermeáveis aplicáveis sobre mucosas
24113,FIEL RETRATIL EXERCITO PRETO COM GANHO NA PONTA 2021NE2149,93051000,Partes e acessórios de revólveres ou pistolas
24131,BATEDEIRA BPM-12ST 1/3 CV BI-VOLT MANA,84382019,Outras máquinas e aparelhos para indústrias de confeitaria
24174,EXT SECO CANA DO BREJO(COSTUS SPICATUS),13021999,Outros sucos e extratos vegetais
24201,COMPRESSOR SCROLL 12.000 BTU's 220V R-22,84143019,"Outros motocompressores hermético, dos tipos utilizados nos equipamentos frigoríficos"
24244,MOLHO DE TOMATE,19049000,"Outros cereais em grãos, pre-cozidos, preparados de outro modo"
24249,KIT CAMERA DIGITAL 4K + 2 BATERIAS + CARTAO DE MEMORIA MARCA; OSMO OM160,85258011,"Câmeras de televisão, com três ou mais captadores de imagem"
24257,DICARBONATO DE DI-TERC-BUTILA 99%,29209090,"Outros ésteres dos ácidos inorgânicos, sais, derivados halogenados, etc"
24258,ACIDO INDOL 3-BUTIRICO,29339999,Outros compostos heterocíclicos com heteroátomo de nitrogênio
24259,"N,N-DIMETILFORMAMIDA ,ANIDRA 99.8 %",29241922,"N,N-Dimetilformamida"
24260,PIPERAZINA 99%,29335919,"Outros compostos heterocíclicos, com ciclo piperazina"
24262,TRIETILAMINA  REAGENTE PLUS(TM)   99.5%,29211912,Trietilamina
24272,LIMA P/ENXADA 8- KEF/NICHOLSON,82031010,"Limas e grosas, de metais comuns"
24293,CJ TARRAXA TUBO PVC 1' - WORKER,82074020,"Ferramentas de roscar exteriormente, de metais comuns"
24324,BARRA METAL FERRO SECAO CHATO COMP 6 M,72111400,"Produtos laminados planos, de ferro ou aço não ligado, de largura inferior a 600 mm, não folheados ou chapeados, nem revestidos, simplesmente laminados a quente, de espessura igual ou superior a 4,75 mm"
24327,"Disco De Serra Metal Duro, Para Madeira",82023900,"Outras folhas de serras circulares (incluindo as fresas-serras), incluindo as partes"
24378,"SAIS PARA REIDRATACAO ORAL PO PARA SOLUCAO ORAL ENVELOPE 27,9 ()",30039039,"Medicamento c/outs.ácidos carboxílicos, etc.exceto em doses"
24388,LEVOTIROXINA 50MCG. COMPRIMIDO,30043981,"Medicamentos com levotiroxina sódica, em doses"
24407,CODEINA FOSFATO 30 MG + PARACETAMOL 500 MG COMPRIMIDOS,30041011,"Medicamento contendo ampicilina ou seus sais, em doses"
24448,SOLDA FOSCOPER,38101020,Pastas e pós para soldar
24455,BALSAMO DO CANADA SINTETICO | FR. 100ML | LOTE: 2107053837,13019090,"Outras gomas, resinas, goma-resinas, bálsamos naturais"
24456,FOSFATO DE POTASSIO DIBASICO ANIDRO FR. 500G | LT:2105283140,28352400,Fosfato de potássio
24469,K-OTHRINE 30 ML,38086100,"Mercadorias mencionadas na Nota de subposições 2 do presente Capítulo, acondicionadas em embalagens com um conteúdo de peso líquido não superior a 300 g"
24692,REFEICAO KG,21042000,Preparações alimentícias compostas homogeneizadas
24981,"DAPI READY MADE SOLUTION,FOR NUCLEAR C0&",29339919,Outros compostos heterocíclicos contendo ciclo pirazina
24986,Braco De Chuveiro Comp. 40 Bitola 1/2',76042919,Outras barras de ligas de alumínio
25026,CORREIA POLI V (C/AR CONDICIONADO),40103900,Outras correias de transmissão
25027,CUBO DE RODA,87149310,"Cubos, exceto de freios (travões) para bicibletas e outros ciclos"
25093,Resina,39140011,"Permutadores de íons à base de copolímeros de estireno-divinilbenzeno, sulfonados, em formas primárias"
25096,Colchonete Termico 100x50m Azul C/ Capa 220V,63011000,"Cobertores e mantas, elétricos"
25103,Calha cirurgica articulavel totalmente em inox Grande,94029010,Mesas de operação cirúrgica
25318,MICROFONE CAPACITIVO MOD 4160  TAG A1821A,85184000,Amplificadores elétricos de audiofrequência
25320,CALIBRADOR FLUKE MOD 5720A  TAG E1596E,85073019,"Outros acumuladores elétricos, de níquel-cádmio, peso <= 2500 kg"
25321,PONTE RLC DIGITAL MOD 1659  TAG E086E,85415020,Outros dispositivos semicondutores montados
25431,SERRA DE FITA COM BANCADA MOV,84659110,"Máquinas-ferramentas de serrar madeira, cortiça, osso, borracha endurecida, plásticos duros ou matérias duras semelhantes, de fita sem fim"
25472,PAPEL LENCOL 70 X 50,48030090,"Papel dos tipos utilizados para papel de toucador, toalhas, guardanapos ou para papéis semelhantes de uso doméstico, higiênico ou toucador"
25537,"CHAPA C/D 3/16 4,75MM (37,4KG/M )",72092600,"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, não folheados ou chapeados, nem revestidos, não enrolados simplesmente laminados a frio, de espessura superior a 1 mm, mas inferior a 3 mm"
25545,GAS REFRIGERANTE ECOMATE (SUBST R141B) CILINDRO PR,29151390,Outros ésteres do ácido fórmico
25546,CARTUCHO GAS MAP 400GR - CILINDRO,29012200,Propeno (propileno) não saturado
25551,"SOLDA PRATA 15% 1,5MM X 500MM BRASTAK BT-115 UND",71069290,"Prata, em outras formas semimanufaturadas"
26028,Memória DDR4 16GB 2400Mhz - Markvision,85423210,Memórias não montadas
26039,BATERIA 9V BRASFORT COMUM,85068010,"Outras pilhas e baterias de pilhas, com volume exterior não superior a 300 cm3"
26079,I.LS.MON.P2035 BR CE461A HP S/N:BRBSF4P02B PAT: 4711,84433234,"Impressora a laser, LED (Diodos Emissores de Luz) ou LCS (Sistema de Cristal Líquido), monocromáticas, com largura de impressão superior a 280 mm e inferior ou igual a 420 mm"
26085,Formol 37 % 1L,29121100,Metanal (formaldeído)
26098,ARRUELA BICO INJETOR-,87039000,"Outros automóveis de passageiros, inclusive de uso misto, etc."
26167,FUNIL ANALITICO HASTE CURTA 30 ML - SS,70112000,"Ampolas de vidro, etc, para tubos catódicos"
26168,"PARAFILM ROLO COM 10,16CM X 38,10M",34049029,Outras ceras preparadas
26172,"FOSFATO BICALCICO 18,5% KG",28352500,Hidrogeno-ortofosfato de cálcio (fosfato dicálcico)
26173,LAMINA LISA P/MICROSCOPIA LISA 26X76MM C/50,29211111,Monometilamina
26178,RACAO,23011090,"Farinhas, pós e pellets, de miudezas; torresmos, impróprios para alimentação humana"
26213,FIO GRANEL,72299000,Fios de outras ligas de aços
26216,CJ CHAVE - EL,73182400,"Chavetas, cavilhas e contrapinos ou troços, de ferro fundido, ferro ou aço"
26218,LÂMPADA - VERMELHA/VERDE,85391090,"Outros artigos denominados 'faróis e projetores, em unidades seladas'"
26233,KIT DE ALAVANCA,73023000,"Agulhas, cróssimas, alavancas para comando de agulhas e outros elementos de cruzamentos e desvios, de ferro fundido, ferro ou aço"
26254,BOMBA DE COMBUSTIVEL GENUINO,84133020,"Bombas injetoras de combustível, próprias para motores de ignição por centelha ou por compressão"
26255,COMUTADOR DE IGNIÇÃO GENUINO,85365030,"Comutadores codificadores digitais, próprios para montagem em circuitos impressos"
26256,CHAVE DE IGNIÇÃO GENUINO,83017000,"Chaves de metais comuns, apresentadas isoladamente"
26257,TERMINAIS PÓLOS DE BATERIA,85176214,Concentradores de linhas de assinantes (terminais de central ou terminal remoto)
26318,"ITEM COMPRA: 00107 - MICROCOMPUTADOR,",84714900,Outras máquinas automáticas de processamento de dados sob forma de sistemas
26325,SERRA CIRCULAR INDUSTRIAL,84659120,"Máquinas-ferramentas de serrar madeira, cortiça, osso, borracha endurecida, plásticos duros ou matérias duras semelhantes, circulares"
26347,PROTETOR TERMICO,85352100,"Disjuntores, para uma tensão inferior a 72,5 kV"
26350,TERMOSTATO,90321090,Outros termostatos automáticos
26483,SALSA - KG,9092200,"Sementes de coentro, trituradas ou em pó"
26498,COENTRO KG,3025600,"Verdinhos (Micromesistius poutassou, micromesistius australis)"
26532,MAÇA,8026100,"Nozes de macadâmia, com casca, frescas ou secas"
26550,Linha Pedreiro Lisa 50m,56049090,"Outros fios de alta tenacidade, de poliésteres, náilon ou de outras poliamidas, ou de raiom viscose, impregnados ou revestidos"
26685,"MICROSCOPIO TRINOCULAR, MOD. PANTHERA-C2 SPP, BIVOLT",90112030,Microscópios para microprojeção
26748,PANO LIMPEZA 300X33,56031250,"Falsos tecidos de raiom viscose, de peso superior a 25 g/m2, mas não superior a 70 g/m2"
26756,IODETO DE SODIO PA 1000G,28276011,Iodetos de sódio
26845,PROTETOR AURICULAR INSERCAO BORRACHA 21066,62104000,"Outros vestuários confeccionados com plástico/borracha, masculino"
26894,QUARTZO ORNAMENTAL,25061000,Quartzo
26924,PINCEL DESENHO MATERIAL CABO PLASTICO TIPO PONTA CHATO MATERIAL CERDA PELO ANIMAL TAMANHO 12,48109290,"Outros papéis e cartões de camadas múltiplas, revestidos de caulim, em rolos ou folhas"
26955,CHA BOM GOSTO PRETO 20G CX C/10 SACHES,9023000,"Chá preto (fermentado) e chá parcialmente fermentado, em embalagens imediatas de conteúdo não superior a 3 kg"
26956,CHA BOM GOSTO FRUTAS VERM CX C/10 SACHES,9022000,Chá verde (não fermentado) apresentado de qualquer outra forma
27059,SULFATO DE ALUM ISENTO (SOLUCAO) A GRANEL,28332200,Sulfato de alumínio
27211,T. PERFIL VD 300 X 300,72149100,"Barras de ferro ou aço não ligado, laminadas, etc, quente, de seção transversal retangular"
27215,FUROSEMIDA 40MG CPR (GEN),30049076,"Medicamento contendo furosemida/clortalidona, etc, em doses"
27228,LEITORA DE MICROPLACAS BIOLISA READER,90275020,Fotômetros
27236,SUPL P/ENRIQ P/CHROMOCULT 10 X 1 VIAL,29232000,Lecitinas e outros fosfoaminolipidios
27247,PAPEL FILTRO MICROFIBRA DE VIDRO GF/C 47mm EMB C/100 WHATMAN,70199090,Outras fibras de vidro e suas obras
27295,BONAR 15U - SULF.BLEOMICINA-PO LIO SOL INJ IV/IM/IP/SC-1FA+DIL 5ML-ACHE,30042093,"Medicamento contendo bleomicinas ou seus sais, em doses"
