codigo,nome,uf,indicador
9609235000150,HOSPITAL CENTRAL DO EXERCITO,RJ,CONTRIBUINTE ISENTO
394460015416,MINISTERIO DA ECONOMIA - 0154-16,RS,CONTRIBUINTE ISENTO
9644194000213,COMANDO DA 13 BRIGADA DE INFANTARIA MOTORIZADA - 43,MT,NÃO CONTRIBUINTE
9650285000261,ESCOLA DE APERFEICAMENTO DE OFICIAIS,RJ,NÃO CONTRIBUINTE
9572680000273,4496 BASE ADM DA BRIGADA DE INFANTARIA PARA-QUEDISTA,RJ,NÃO CONTRIBUINTE
10729992000812,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA SUL-RIO-",RS,CONTRIBUINTE ICMS
10194500000165,VIGESIMO SETIMO BATALHAO LOGISTICO,PR,NÃO CONTRIBUINTE
10744098003322,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO CEARA",CE,NÃO CONTRIBUINTE
10216602000134,COLEGIO MILITAR DE FORTALEZA,CE,NÃO CONTRIBUINTE
9571854000283,59 BATALHÃO  DE INFANTARIA MOTORIZADO,AL,NÃO CONTRIBUINTE
42414284000706,COLEGIO PEDRO II,RJ,NÃO CONTRIBUINTE
9586596000209,COLEGIO MILITAR DE RECIFE,PE,CONTRIBUINTE ISENTO
10791831000859,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE BRASI",DF,NÃO CONTRIBUINTE
10791831001073,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE BRASIL,DF,NÃO CONTRIBUINTE
9596364000150,QUARTO REGIMENTO DE CAVALARIA BLINDADO,RS,NÃO CONTRIBUINTE
13031547000287,FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,SE,NÃO CONTRIBUINTE
4936616000120,INSTITUTO DE PESQUISA JARDIM BOTANICO DO RIO DE JANEIRO,RJ,CONTRIBUINTE ISENTO
10635424001239,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E,SC,NÃO CONTRIBUINTE
394544010300,MINISTERIO DA SAUDE,PA,NÃO CONTRIBUINTE
10735145000780,INSTITUTO FEDERAL DE EDUCACAO CIENCIAE TECNOLOGIA DO MARANHA,MA,NÃO CONTRIBUINTE
10882594002290,IFSP - CAMPUS AVARÉ,SP,NÃO CONTRIBUINTE
59311001874,FUNDACAO NACIONAL DO INDIO,BA,NÃO CONTRIBUINTE
29406625000806,AGENCIA NACIONAL DE MINERACAO,RS,CONTRIBUINTE ISENTO
24134488002151,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PE,NÃO CONTRIBUINTE
3659166003047,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAI,PI,NÃO CONTRIBUINTE
10742006000945,"INST. FED. DE EDUC, CIENCIA E TECNOL. DO TOCANTINS",TO,CONTRIBUINTE ICMS
394544019609,MINISTERIO DA SAUDE,RR,NÃO CONTRIBUINTE
3659166000960,INST. BRAS. DO MEIO AMB. E DOS RECURSOS NATURAIS RENOVAVEIS,GO,CONTRIBUINTE ISENTO
375972001647,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA - INCRA,MT,CONTRIBUINTE ISENTO
394429013008,CENTRO DE COMUNICAÇÃO SOCIAL DA AERONÁUTICA CECOMSAER,DF,NÃO CONTRIBUINTE
396895003493,SUPERINTENDENCIA FEDERAL DE AGRICULTURA NO AMAPA,AP,NÃO CONTRIBUINTE
42414284000960,COLEGIO PEDRO II,RJ,NÃO CONTRIBUINTE
42414284001184,COLEGIO PEDRO II,RJ,NÃO CONTRIBUINTE
33787094002193,FUNDACAO INSTIT BRAS DE GEOGRAFIA E ESTATISTICA IBGE,PI,CONTRIBUINTE ISENTO
10764307002085,INSTITUT0 FEDERAL DA BAHIA -JUAZEIRO,BA,NÃO CONTRIBUINTE
10735145002308,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO MARAN",MA,NÃO CONTRIBUINTE
10779511000379,INSTITUTO FEDERAL FLUMINENSE - IFF - CAMPUS CABO FRIO,RJ,NÃO CONTRIBUINTE
10648539000709,IFSULDEMINAS - CAMPUS PASSOS MG,MG,NÃO CONTRIBUINTE
9638456000156,POLICLINICA MILITAR DA PRAIA VERMELHA,RJ,CONTRIBUINTE ISENTO
4898488000843,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES - ANTT,BA,NÃO CONTRIBUINTE
394452055269,15A CIA INF MTZ,PR,CONTRIBUINTE ISENTO
10015144000175,CENTRO DE EST.DE PES. R. FORTE DUQUE DE CAXIAS - C17,RJ,CONTRIBUINTE ISENTO
9665038000158,COMANDO DE ART.DIVISIONARIO DA 1 DE,RJ,CONTRIBUINTE ISENTO
9655094000101,23 COMPANHIA DE ENGENHARIA DE COMBATE,GO,NÃO CONTRIBUINTE
10952708000953,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E",RJ,CONTRIBUINTE ISENTO
10637926001037,IFRS CAMPUS CAXIAS DO SUL,RS,NÃO CONTRIBUINTE
9562003000274,40 BATALHAO DE INFANTARIA,CE,NÃO CONTRIBUINTE
375972002104,INCRA/SERGIPE,SE,NÃO CONTRIBUINTE
9648887000284,SETIMO GRUPO DE ARTILHARIA DE CAMPANHA,PE,NÃO CONTRIBUINTE
9560096000117,62 BATALHAO DE INFANTARIA,SC,NÃO CONTRIBUINTE
5457283000119,MINISTERIO DO TURISMO,DF,NÃO CONTRIBUINTE
33892175000100,INSTITUTO DE PESQUISA ECONOMICA APLICADA,DF,CONTRIBUINTE ISENTO
38166000288,BANCO CENTRAL DO BRASIL,PA,NÃO CONTRIBUINTE
9645528000273,14 BATALHAO DE INFANTARIA MOTORIZADO,PE,CONTRIBUINTE ISENTO
9586924000196,DEPOSITO CENTRAL DE MUNICAO,RJ,NÃO CONTRIBUINTE
10784782000401,INSTITUTO FEDERAL DE MATO GROSSO,MT,NÃO CONTRIBUINTE
10695891001092,"INSTITUTO FED DE EDUCACAO, CIENCIA E TECNOLOGIA DO TRIANGULO",MG,NÃO CONTRIBUINTE
10784782000908,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE MATO",MT,NÃO CONTRIBUINTE
60453032000417,UNIVERSIDADE FEDERAL DE SAO PAULO - UNIFESP BAIXADA SANTISTA,SP,NÃO CONTRIBUINTE
10652179000972,INSTITUTO FEDERAL DE EDUCACAO CIENCIAE TECNOLOGIA DO PARANA,PR,NÃO CONTRIBUINTE
33781055001964,FUNDACAO OSWALDO CRUZ,RJ,CONTRIBUINTE ISENTO
10735145001751,INSTITUTO FEDERAL DE EDUCACAO CIENCIAE TECNOLOGIA DO MARANHA,MA,NÃO CONTRIBUINTE
7775847000278,HOSPITAL UNIVERSITARIO DA UFGD,MS,NÃO CONTRIBUINTE
17217985002310,FACULDADE DE FARMACIA UFMG,MG,NÃO CONTRIBUINTE
10652179001278,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PARAN",PR,NÃO CONTRIBUINTE
10877412000591,INSTITUTO FEDERAL DE EDUCACAO CIENCIAE TECNOLOGIA DO RIO GRA,RN,NÃO CONTRIBUINTE
394460001709,MINISTERIO DA ECONOMIA,PB,NÃO CONTRIBUINTE
11402887000837,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SANTA",SC,CONTRIBUINTE ISENTO
10764307000384,"INSTITUTO FEDERAL DE EDUCACAO DA BAHIA, CIENCIA E TECNOLOGIA",BA,CONTRIBUINTE ISENTO
42414284000293,COLEGIO PEDRO II,RJ,CONTRIBUINTE ISENTO
402552001440,CENTRO REGIONAL DE CIÊNCIAS NUCLEARES DO NORDESTE,PE,CONTRIBUINTE ICMS
10635424000429,INSTITUTO FEDERAL DE ED CIENCIA E TEC CATARINENSE,SC,CONTRIBUINTE ISENTO
9579618000203,PRIMEIRO BATALHAO DE COMUNICACOES,RS,NÃO CONTRIBUINTE
9580957000129,1 REGIMENTO DE CAVALARIA MECANIZADO,RS,CONTRIBUINTE ISENTO
7521315000123,DEPARTAMENTO DE ENGENHARIA E CONSTRUCAO - DEC,DF,CONTRIBUINTE ISENTO
9536757000250,COMANDO DA 17 BRIGADA DE INFANTARIA DE SELVA,RO,NÃO CONTRIBUINTE
9634813000108,23 BATALHAO DE INFANTARIA,SC,NÃO CONTRIBUINTE
9651689000270,1 REGIMENTO DE CARROS DE COMBATE,RS,NÃO CONTRIBUINTE
394502003593,COMANDO DA MARINHA,CE,NÃO CONTRIBUINTE
10764307000465,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA BAHIA",BA,NÃO CONTRIBUINTE
10302912000171,11 GRUPO DE ARTILHARIA ANTIAEREA,DF,NÃO CONTRIBUINTE
23396663000172,BASE DE ADMINISTRACAO E APOIO/CMN,PA,NÃO CONTRIBUINTE
10189168000140,COMANDO DA 1A REGIAO MILITAR,RJ,NÃO CONTRIBUINTE
394452054459,4 GRUPO DE ARTILHARIA ANTIAEREA,MG,NÃO CONTRIBUINTE
17217985000961,UNIVERSIDADE FEDERAL DE MINAS GERAIS,MG,NÃO CONTRIBUINTE
38166001098,BANCO CENTRAL DO BRASIL,RJ,NÃO CONTRIBUINTE
10898596000223,INSTITUTO BRASILEIRO DE MUSEUS IBRAM,SP,CONTRIBUINTE ISENTO
10898596001467,INSTITUTO BRASILEIRO DE MUSEUS - IBRAM,SC,NÃO CONTRIBUINTE
10898596002196,INSTITUTO BRASILEIRO DE MUSEUS-MUSEU NACIONAL DE BELAS ARTES,RJ,NÃO CONTRIBUINTE
10898596000495,INSTITUTO BRASILEIRO DE MUSEUS - IBRAM,RS,NÃO CONTRIBUINTE
10724903001221,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA BAIANO,BA,NÃO CONTRIBUINTE
9560963000203,COMANDO 10 REGIÃO MILITAR,CE,NÃO CONTRIBUINTE
10728444001173,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SERGI",SE,NÃO CONTRIBUINTE
10637926000650,INSTITUTO FED. DO RS/CAMPUS CANOAS,RS,NÃO CONTRIBUINTE
10839508000212,INSTITUTO FEDERAL DE RORAIMA - CAMPUS BOA VISTA,RR,NÃO CONTRIBUINTE
37294496000163,CENTRO DE LOGISTICA DE MISSEIS E FOGUETES,GO,NÃO CONTRIBUINTE
9549370000238,9O GRUPAMENTO LOGISTICO,MS,NÃO CONTRIBUINTE
32479149000191,RESTAURANTE CENTRAL DA UFES,ES,CONTRIBUINTE ISENTO
9544774000239,POLICLINICA MILITAR DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE
9616119000168,HOSPITAL GERAL DO RIO DE JANEIRO,RJ,CONTRIBUINTE ISENTO
10724903000250,INSTITUTO FEDERAL DE EDUCAÇÃO CIENCIA E TECNOLOGIA BAIANO,BA,NÃO CONTRIBUINTE
37088373000257,BASE ADMINISTRATIVA DO COMPLEXO DE SAUDE DO RJ,RJ,NÃO CONTRIBUINTE
7540208000142,QUARTO BATALHAO DE ENGENHARIA DE CONSTRUCAO,BA,NÃO CONTRIBUINTE
75101873000947,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARA,PR,NÃO CONTRIBUINTE
75101873000513,UTFPR CAMPUS PONTA GROSSA,PR,NÃO CONTRIBUINTE
10735145002995,INST.FED.DO MARANHAO/CAMPUS ITAPECURU MIRIM,MA,CONTRIBUINTE ISENTO
34621748000638,UNIVERSIDADE FEDERAL DO PARA - EDITORA UFPA,PA,CONTRIBUINTE ICMS
9578149000127,COMISSAO REGIONAL DE OBRAS DA 2A REGIAO MILITAR,SP,NÃO CONTRIBUINTE
34143842000114,FUNDAÇÃO OSÓRIO,RJ,NÃO CONTRIBUINTE
10877412000834,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO G",RN,NÃO CONTRIBUINTE
4418943000190,FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA,RO,CONTRIBUINTE ISENTO
10817343000440,INSTITUTO FEDERAL DE RONDONIA,RO,CONTRIBUINTE ISENTO
9564970000275,13 BATALHAO DE INFANTARIA BLINDADO,PR,CONTRIBUINTE ISENTO
33787094001200,FUNDAÇÃO INSTITUTO BRASILE DE GEOGRAFIA E ESTATÍSTICA IBGE,ES,NÃO CONTRIBUINTE
396895003655,"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",RO,NÃO CONTRIBUINTE
10652179000620,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PARAN",PR,NÃO CONTRIBUINTE
394544018203,SUP. EST. DO MINISTERIO DA SAUDE EM GOIAS,GO,NÃO CONTRIBUINTE
5440725000203,HOSP ENS DR WASHINGTON A BARRO,PE,NÃO CONTRIBUINTE
9571694000191,COMANDO  14 BRIGADA  INFANTARIA MOTORIZADA,SC,CONTRIBUINTE ISENTO
9586988000197,63 BATALHAO DE INFANTARIA,SC,CONTRIBUINTE ISENTO
34621748000476,UNIVERSIDADE FEDERAL DO PARA,PA,NÃO CONTRIBUINTE
33663683004456,DECANATO DO CENT DE FILOSOF. E C HUM DA UFRJ,RJ,CONTRIBUINTE ISENTO
9609161000151,PARQUE REGIONAL DE MANUTENCAO/8,PA,NÃO CONTRIBUINTE
3659166001346,INST BRAS DO MEIO AMB E REC NAT RENOVAVEIS IBAM,MT,NÃO CONTRIBUINTE
9559239000251,26 GRUPO DE ARTILHARIA DE CAMPANHA,PR,CONTRIBUINTE ISENTO
33787094003165,DIVISAO DE PESQ IBGE/RO,RO,CONTRIBUINTE ISENTO
33787094002940,INSTIT BRAS DE GEOGRAFIA E ESTATISTICA IBGE,SE,NÃO CONTRIBUINTE
33663683004880,DECANATO DO CENTRO DE C JUR E ECONOM. DA UFRJ,RJ,CONTRIBUINTE ISENTO
10652179000204,"INSTITUTO FEDERAL DE EDUCACAO,CIENCIA E TECNOLOGIA DO PARANA",PR,NÃO CONTRIBUINTE
10728444000878,INSTITUTO FED. DE SERGIPE - CAMPUS PROPRIÁ,SE,NÃO CONTRIBUINTE
11402887002104,IFSC - CAMPUS GAROPABA,SC,CONTRIBUINTE ISENTO
9560096000206,62 BATALHAO DE INFANTARIA,SC,NÃO CONTRIBUINTE
26474056000503,INSTITUTO DO PATRIM HISTORICO E ARTISTICO NACIONAL,CE,NÃO CONTRIBUINTE
10870883001469,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E",GO,NÃO CONTRIBUINTE
9579771000150,28 GRUPO DE ARTILHARIA DE CAMPANHA,SC,CONTRIBUINTE ISENTO
394544004849,DISTRITO SANITARIO ESPECIAL INDIGENA ALTAMIRA,PA,NÃO CONTRIBUINTE
10877412001130,INSTITUTO FEDERAL DE EDUCACAO CIENCIAE TECNOLOGIA DO RIO GRA,RN,NÃO CONTRIBUINTE
394460013391,ALFANDEGA DO AEROPORTO INT. VIRACOPOS,SP,NÃO CONTRIBUINTE
10763998000563,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PARA",PA,NÃO CONTRIBUINTE
10729992000499,"INST FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA SUL RG RS",RS,NÃO CONTRIBUINTE
9579771000230,28 GRUPO DE ARTILHARIA DE CAMPANHA - SC,SC,NÃO CONTRIBUINTE
17217985001267,ESCOLA DE EDUCAÇÃO FÍSICA FISIOT. TERAP. OCUP/UFMG,MG,CONTRIBUINTE ISENTO
9545610000145,12 COMPANHIA DECOMUNICACAO MECANIZADA (4439),RS,NÃO CONTRIBUINTE
394494008030,MINISTERIO DA JUSTICA,DF,NÃO CONTRIBUINTE
9563085000190,PRIMEIRO CENTRO DE GEOINFORMA&CCEDIL;&ATILDE;O,RS,CONTRIBUINTE ISENTO
35872812000101,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO - UFAPE,PE,NÃO CONTRIBUINTE
33663683001511,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,RJ,NÃO CONTRIBUINTE
9602705000153,14º GRUPO DE ARTILHARIA DE CAMPANHA,MG,CONTRIBUINTE ISENTO
10898596003249,INSTITUTO BRASILEIRO DE MUSEUS - IB,ES,NÃO CONTRIBUINTE
10898596001114,INSTITUTO BRASILEIRO DE MUSEUS IBRA MUSEU REGIONAL DE SAO JO,MG,NÃO CONTRIBUINTE
10898596001386,MUSEU DA ABOLICAO,PE,CONTRIBUINTE ISENTO
10898596001890,INSTITUTO BRASILEIRO DE MUSEUS - IB,MG,NÃO CONTRIBUINTE
10870883000730,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",GO,NÃO CONTRIBUINTE
9594477000206,5 BATALHAO DE INFANTARIA LEVE - 5 BIL,SP,NÃO CONTRIBUINTE
394460014959,DELEGACIA DA RECEITA FEDERAL DE PELOTAS,RS,NÃO CONTRIBUINTE
394429000453,BASE AEREA DOS AFONSOS - C38,RJ,CONTRIBUINTE ISENTO
10763998001888,INSTITUTO FEDERAL DO PARA CAMPUS ANANINDEUA,PA,NÃO CONTRIBUINTE
394460007073,SUPERINTENDENCIA REGIONAL RFB 2A REGIAO FISCAL - BELEM,PA,NÃO CONTRIBUINTE
38174001972,RETIRADA NA LIVRARIA CENTRO DE VIVENCIA,DF,CONTRIBUINTE ICMS
396895002098,MINISTERIO DA AGRICULTURA PECUARIA E ABASTECIMENTO,PB,NÃO CONTRIBUINTE
59311005276,FUNAI/COORDENAÇÃO REGIONAL DE GUAJARA-MIRIM / RONDÔNIA,RO,CONTRIBUINTE ISENTO
24365710000345,CENTRO DE BIOCIENCIAS DA UFRN,RN,NÃO CONTRIBUINTE
29979036021490,INSTITUTO NACIONAL DO SEGURO SOCIAL,PI,NÃO CONTRIBUINTE
29979036007404,INSTITUTO NACIONAL DO SEGURO SOCIAL,MA,NÃO CONTRIBUINTE
10830301000872,IF SERTAO PE CAMPUS SERRA TALHADA,PE,NÃO CONTRIBUINTE
4892707001859,DNIT DEPARTAMENTO NACIONAL DE INFRAEST DE TRANSPOR,AL,NÃO CONTRIBUINTE
10817343000520,[168046] IFRO - CAMPUS DE ARIQUEMES,RO,NÃO CONTRIBUINTE
10817343000369,"INST. FED. DE EDUC.,CIENCIA E TECNOLOGIA DE RONDONIA",RO,NÃO CONTRIBUINTE
10817343000601,IFE CIENCIA E TECNOLOGIA DE RONDONIA,RO,NÃO CONTRIBUINTE
10626896001659,INSTITUTO FEDERAL DE MINAS GERAIS - CAMPUS ARCOS,MG,NÃO CONTRIBUINTE
17217985001429,ESCOLA DE VETERINARIA DA UFMG,MG,NÃO CONTRIBUINTE
1263896002612,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",SP,CONTRIBUINTE ISENTO
9566422000101,BASE DE APOIO REGIONAL DE SOROCABA,SP,NÃO CONTRIBUINTE
10952708001097,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO D",RJ,NÃO CONTRIBUINTE
42414284000536,COLEGIO PEDRO II,RJ,NÃO CONTRIBUINTE
9640404000114,PREFEITURA MILITAR DA ZONA SUL,RJ,NÃO CONTRIBUINTE
33663683005002,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,RJ,NÃO CONTRIBUINTE
59311007139,FUNDACAO NACIONAL DO INDIO,SP,NÃO CONTRIBUINTE
10744098002946,IFCE/ CAMPUS PARACURU,CE,NÃO CONTRIBUINTE
10763998001292,"INSTITUTO FEDERAL DE EDUCACAO,CIENCIA E TECNOLOGIA DO PARA",PA,NÃO CONTRIBUINTE
10635424001310,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E,SC,NÃO CONTRIBUINTE
10744098000650,"INST.FED.DE EDUCACAO CIENCIA, TECNOLOGIA -IFCE CAMPUS SOBRAL",CE,CONTRIBUINTE ISENTO
9538279000136,58 BATALHAO DE INFANTARIA MOTORIZADO - 12145,GO,NÃO CONTRIBUINTE
10817343000792,"INSTITUTO FEDERAL DE EDUCACAO,CIENCIA E TECNOLOGIA",RO,CONTRIBUINTE ISENTO
396895009424,SERVIÇO FLORESTAL BRASILEIRO,DF,NÃO CONTRIBUINTE
396895007561,MINISTERIO DA AGRICULTURA PECUARIA E ABASTECIMENTO (3076133),DF,NÃO CONTRIBUINTE
5055128000338,CENTRO DE FORMACAO DE PROFESSORES DA UFCG,PB,CONTRIBUINTE ISENTO
9543440000160,14 REGIMENTO DE CAVALARIA MECANIZADO,SC,NÃO CONTRIBUINTE
42519488000108,FUNDACAO CASA DE RUI BARBOSA,RJ,CONTRIBUINTE ISENTO
10727655001191,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO NORTE",MG,CONTRIBUINTE ICMS
10877412001997,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO G",RN,NÃO CONTRIBUINTE
394429018743,COMANDO DA AERONAUTICA,PR,CONTRIBUINTE ISENTO
9552692000155,COMANDO DA QUINTA REGIAO MILITAR QUINTA DIVISAO DE EXERCITO,PR,NÃO CONTRIBUINTE
33787094001545,FUNDACAO INSTIT BRAS DE GEOGRAFIA E,MT,NÃO CONTRIBUINTE
10838653001927,INSTITUTO FEDERAL DO ESPIRITO SANTO - CAMPUS PIUMA,ES,NÃO CONTRIBUINTE
8829974001751,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,RS,NÃO CONTRIBUINTE
9653170000140,COMANDO DA 15 BRIGADA DE INFANTARIA MECANIZADA,PR,CONTRIBUINTE ISENTO
9541775000149,15: BATALHAO LOGISTICO,PR,NÃO CONTRIBUINTE
3659166002741,IBAMA - SUPERINTENDENCIA DA BAHIA/BA,BA,NÃO CONTRIBUINTE
5055128000842,CENTRO DE DESENVOLVIMENTO SUSTENTAVEL DO SEMIARIDO-UFCG,PB,NÃO CONTRIBUINTE
9606820000287,COMANDO MILITAR DO SUL,RS,NÃO CONTRIBUINTE
10729992001380,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA SUL-RIO",RS,CONTRIBUINTE ISENTO
375972000756,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA,BA,NÃO CONTRIBUINTE
10877412001059,INSTITUTO FED DE ED CE TEC DO RN,RN,NÃO CONTRIBUINTE
9650564000144,19 REGIMENTO CAVALARIA MECANIZADO.,RS,NÃO CONTRIBUINTE
33787094000816,FUNDACAO INSTIT BRAS DE GEOGRAFIA E ESTA,CE,NÃO CONTRIBUINTE
394429005331,ESCOLA DE ESPECIALISTAS DE AERONAUTICA,SP,NÃO CONTRIBUINTE
10838653000521,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍR",ES,NÃO CONTRIBUINTE
9646901000120,15 REGIMENTO DE CAVALARIA MECANIZADO (ESCOLA),RJ,CONTRIBUINTE ISENTO
10882594003180,"INSTITUTO FEDERAL DE EDUCACAO,CIENCIA E TECNOLOGIA DE SAO PA",SP,CONTRIBUINTE ISENTO
10724903000764,"INSTITUTO FEDERAL DE EDUCACAO, CIEN TECNOLOGIA BAIANO",BA,NÃO CONTRIBUINTE
9605603000272,SEGUNDO BATALHAO DE INFANTARIA LEVE,SP,NÃO CONTRIBUINTE
24134488000965,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PE,NÃO CONTRIBUINTE
17217985000880,153285 - FACULDADE DE EDUCACAO/UFMG,MG,CONTRIBUINTE ISENTO
59311002684,FUNDACAO NACIONAL DO INDIO - FUNAI,PA,NÃO CONTRIBUINTE
394460047962,DELEGACIA DA RECEITA FEDERAL EM LIMEIRA,SP,NÃO CONTRIBUINTE
10806496001382,INSTITUTO FEDERAL DO PIAUI CAMPOS SJP,PI,NÃO CONTRIBUINTE
4903587000876,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,RO,NÃO CONTRIBUINTE
9660364000172,BATALHAO ESCOLA DE COMUNICACOES,RJ,CONTRIBUINTE ISENTO
4892707001182,DNITDEPARTAMENTO NACIONAL DE INFRAEST DE TRANSPORTES,PA,NÃO CONTRIBUINTE
10838653000955,INST. FED. ESPIRITO SANTO/ CAMPUS SÃO MATEUS,ES,NÃO CONTRIBUINTE
9625886000133,9 GRUPO DE ARTILHARIA DE CAMPANHA (NIOAQUE),MS,NÃO CONTRIBUINTE
4892707001344,DNIT-DEPARTAMENTO NACIONAL DE INFRAEST DE TRANSPORTES,PI,CONTRIBUINTE ISENTO
9586056000144,2A COMPANHIA DE FRONTEIRA,MS,NÃO CONTRIBUINTE
9545602000107,17A BASE LOGISTICA,RO,NÃO CONTRIBUINTE
9590085000260,7 BATALHAO DE ENGENHARIA DE COMBATE,RN,NÃO CONTRIBUINTE
394429006907,PARQUE DE MATERIAL DE ELETRONICA DA AERONAUTICA,RJ,NÃO CONTRIBUINTE
11803735000170,3º BATALHÃO DE INFANTARIA DE SELVA,AM,NÃO CONTRIBUINTE
394460022978,MINISTERIO DA FAZENDA,AL,NÃO CONTRIBUINTE
394460023001,MINISTERIO DA FAZENDA,AM,NÃO CONTRIBUINTE
394460051641,MINISTERIO DA FAZENDA,BA,NÃO CONTRIBUINTE
9556290000129,27º GRUPO DE ARTILHARIA DE CAMPANHA,RS,CONTRIBUINTE ISENTO
10635424000690,INST FED CATARINENSECAMPUS SANTA ROSA DO SUL,SC,NÃO CONTRIBUINTE
8829974001409,INST CHICO MENDES DE CONSERV DA BIODIVER,GO,NÃO CONTRIBUINTE
10767239001621,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE PERNA",PE,CONTRIBUINTE ISENTO
4892707001263,DNIT-DEPARTAMENTO NACIONAL DE INFRAEST DE TRANSPORTES,PB,NÃO CONTRIBUINTE
7947821000340,AGENCIA NACIONAL DE AVIACAO CIVIL ANAC,PE,NÃO CONTRIBUINTE
29979036015504,INSTITUTO NACIONAL DO SEGURO SOCIAL INSS,PA,NÃO CONTRIBUINTE
29979036068020,INSTITUTO NACIONAL DO SEGURO SOCIAL,AP,NÃO CONTRIBUINTE
29979036008397,GERENCIA EXECUTIVA CUIABA,MT,CONTRIBUINTE ISENTO
33663683005509,INSTITUTO ALBERTO LUIZ COIMBRA DE POS GRADUACAO COPPE,RJ,CONTRIBUINTE ISENTO
9552435000113,HOSPITAL DE GUARNICAO DE PORTO VELHO,RO,NÃO CONTRIBUINTE
9647168000168,5 BATALHAO LOGISTICO,PR,NÃO CONTRIBUINTE
29507878000108,COMISSAO DE VALORES MOBILIARIOS,RJ,CONTRIBUINTE ISENTO
394544004253,MINISTERIO DA SAUDE,AL,NÃO CONTRIBUINTE
394429019200,COMANDO DA AERONAUTICA,RO,NÃO CONTRIBUINTE
394460012158,MINISTERIO DA FAZENDA,SP,NÃO CONTRIBUINTE
10877412000320,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO G",RN,NÃO CONTRIBUINTE
17217985004525,PRO REITORIA DE POS GRADUACAO - UFMG,MG,CONTRIBUINTE ISENTO
33787094001383,FUNDACAO INSTIT BRAS DE GEOGRAFIA E ESTATISTICA IBGE,GO,NÃO CONTRIBUINTE
489828003170,MECON - SPU -SP,SP,CONTRIBUINTE ISENTO
59311005004,FUNDACAO NACIONAL DO INDIO,MS,NÃO CONTRIBUINTE
10952708000600,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO D",RJ,CONTRIBUINTE ISENTO
10767239000226,IFPE - CAMPUS IPOJUCA,PE,CONTRIBUINTE ISENTO
24134488000884,19918 - SUPERINTENDENCIA DE COMUNICACAO DA UFPE,PE,NÃO CONTRIBUINTE
